39,21,6,4,32,29472.64,0.07,0.05,0,0,9770,9848,9782,3,1
39,55,10,5,43,41067.15,0.01,0.01,0,0,9785,9813,9794,3,1
39,95,7,6,40,39803.60,0.06,0.05,0,0,9837,9790,9861,3,3
64,86,7,1,21,20707.68,0.05,0.02,1,1,9037,9025,9063,0,2
65,60,5,1,26,24961.56,0.03,0.03,2,1,9239,9244,9262,2,0
65,74,3,2,22,21429.54,0.00,0.05,0,0,9327,9284,9329,3,4
65,2,5,3,21,18942.00,0.09,0.07,0,0,9316,9263,9341,0,5
66,116,10,1,31,31499.41,0.00,0.08,1,1,8814,8834,8815,1,5
66,174,5,2,41,44040.97,0.04,0.07,2,1,8816,8824,8841,3,3
67,22,5,1,4,3688.08,0.09,0.04,0,0,9967,9891,9970,2,6
67,21,10,2,12,11052.24,0.09,0.05,0,0,9887,9912,9913,2,2
67,174,4,3,5,5370.85,0.03,0.07,0,0,9911,9903,9912,0,0
67,88,9,4,44,43475.52,0.08,0.06,0,0,9937,9889,9963,0,5
67,41,10,5,23,21643.92,0.05,0.07,0,0,9969,9905,9986,0,2
67,179,9,6,29,31295.93,0.02,0.05,0,0,9885,9887,9887,0,4
68,8,1,1,3,2724.00,0.05,0.02,0,0,10410,10381,10427,2,5
68,176,4,2,46,49503.82,0.02,0.05,0,0,10402,10383,10411,2,1
68,35,1,3,46,43011.38,0.04,0.05,0,0,10450,10414,10466,2,5
68,95,9,4,20,19901.80,0.07,0.01,0,0,10403,10368,10408,2,2
68,83,4,5,27,26543.16,0.03,0.06,0,0,10395,10401,10405,0,6
68,103,6,6,30,30093.00,0.05,0.06,0,0,10448,10417,10451,2,5
68,140,6,7,41,42645.74,0.09,0.08,0,0,10400,10403,10412,2,6
69,116,10,1,48,48773.28,0.01,0.07,2,1,8993,8987,9015,2,0
69,105,10,2,32,32163.20,0.08,0.06,2,1,9000,8993,9007,2,2
69,138,4,3,17,17648.21,0.09,0.00,2,1,8947,8952,8948,1,3
69,38,9,4,3,2814.09,0.09,0.04,1,1,8921,8972,8930,2,1
69,93,6,5,42,41709.78,0.07,0.04,1,1,8976,8971,9004,0,2
69,19,3,6,23,21137.23,0.05,0.00,2,1,9040,8982,9061,2,6
70,65,2,1,8,7720.48,0.03,0.08,1,1,8776,8822,8778,1,4
70,197,10,2,13,14263.47,0.06,0.06,2,1,8826,8808,8849,3,3
70,180,8,3,1,1080.18,0.03,0.05,1,1,8790,8828,8792,1,5
70,46,9,4,11,10406.44,0.01,0.05,2,1,8840,8840,8850,2,1
70,38,9,5,37,34707.11,0.09,0.04,1,1,8808,8839,8816,3,1
70,56,8,6,19,18164.95,0.06,0.03,2,1,8790,8812,8801,1,6
71,62,3,1,25,24051.50,0.09,0.07,0,0,10325,10337,10326,3,4
71,66,1,2,3,2898.18,0.09,0.07,0,0,10368,10318,10378,3,6
71,35,1,3,45,42076.35,0.00,0.07,0,0,10279,10304,10308,0,6
71,97,9,4,33,32903.97,0.00,0.01,0,0,10327,10304,10330,2,4
71,104,7,5,39,39159.90,0.08,0.06,0,0,10254,10322,10274,0,5
71,196,9,6,34,37270.46,0.04,0.01,0,0,10289,10337,10314,0,0
96,124,7,1,23,23554.76,0.10,0.06,2,1,8964,8944,8970,0,0
96,136,7,2,30,31083.90,0.01,0.06,1,1,8918,8913,8937,0,0
97,120,4,1,13,13261.56,0.00,0.02,1,1,8490,8493,8497,2,0
97,50,7,2,37,35151.85,0.02,0.06,2,1,8502,8488,8503,0,6
97,78,6,3,19,18583.33,0.06,0.08,1,1,8533,8463,8544,1,5
98,41,2,1,28,26349.12,0.06,0.07,2,1,9122,9062,9145,3,2
98,110,7,2,1,1010.11,0.00,0.00,2,1,9099,9110,9113,0,0
98,45,6,3,14,13230.56,0.05,0.02,2,1,9128,9090,9156,3,3
98,168,9,4,10,10681.60,0.03,0.03,2,1,9060,9076,9077,3,5
99,88,9,1,10,9880.80,0.02,0.01,2,1,8902,8918,8907,3,5
99,124,5,2,5,5120.60,0.02,0.07,1,1,8890,8912,8904,1,5
99,135,1,3,42,43475.46,0.02,0.02,2,1,8873,8902,8874,2,5
99,109,2,4,36,36327.60,0.09,0.02,2,1,8949,8871,8975,0,3
100,63,4,1,28,26965.68,0.04,0.05,0,0,10353,10358,10383,3,0
100,116,10,2,22,22354.42,0.00,0.07,0,0,10400,10327,10405,0,6
100,47,4,3,46,43563.84,0.03,0.04,0,0,10347,10325,10367,1,6
100,39,10,4,14,13146.42,0.06,0.03,0,0,10367,10346,10379,3,1
100,54,6,5,37,35299.85,0.05,0.00,0,0,10290,10331,10315,1,0
101,119,9,1,49,49936.39,0.10,0.00,0,0,9667,9642,9675,0,2
101,164,9,2,36,38309.76,0.00,0.01,0,0,9634,9616,9650,0,3
101,139,5,3,12,12469.56,0.06,0.02,0,0,9583,9605,9597,3,1
102,89,10,1,37,36595.96,0.06,0.00,0,0,10065,10074,10079,1,6
102,170,5,2,34,36385.78,0.03,0.08,0,0,10081,10069,10098,1,6
102,183,4,3,25,27079.50,0.01,0.01,0,0,10072,10065,10089,2,5
102,62,7,4,15,14430.90,0.07,0.07,0,0,10013,10054,10015,0,6
103,195,9,1,6,6571.14,0.03,0.05,0,0,9779,9701,9796,2,4
103,11,5,2,37,33707.37,0.02,0.07,0,0,9755,9703,9758,1,1
103,29,10,3,23,21367.46,0.01,0.04,0,0,9749,9756,9764,2,4
103,30,9,4,32,29760.96,0.01,0.07,0,0,9706,9713,9711,2,5
128,107,10,1,38,38269.80,0.06,0.01,2,1,8278,8273,8308,1,4
129,3,6,1,46,41538.00,0.08,0.02,1,1,8445,8423,8463,3,0
129,186,7,2,36,39102.48,0.01,0.02,2,1,8363,8393,8377,1,2
129,40,6,3,33,31021.32,0.04,0.06,2,1,8407,8444,8428,3,6
129,136,7,4,34,35228.42,0.00,0.01,1,1,8428,8444,8440,3,1
129,32,8,5,24,22368.72,0.06,0.00,2,1,8375,8401,8379,1,4
129,78,6,6,22,21517.54,0.06,0.01,1,1,8445,8430,8454,3,6
129,169,6,7,1,1069.16,0.05,0.04,1,1,8425,8407,8454,0,4
130,129,10,1,14,14407.68,0.08,0.05,2,1,8261,8240,8290,3,5
130,2,5,2,48,43296.00,0.03,0.02,1,1,8216,8227,8239,2,3
130,12,3,3,18,16416.18,0.04,0.08,2,1,8219,8199,8244,0,1
130,116,6,4,13,13209.43,0.09,0.02,1,1,8211,8244,8220,2,4
130,70,7,5,31,30072.17,0.06,0.05,1,1,8278,8233,8279,1,5
131,168,7,1,45,48067.20,0.10,0.02,1,1,9021,9009,9041,2,4
131,45,8,2,50,47252.00,0.02,0.04,2,1,9024,8986,9028,2,6
131,190,1,3,4,4360.76,0.04,0.03,2,1,9027,9006,9030,3,2
132,141,8,1,18,18740.52,0.00,0.08,1,1,8590,8616,8593,2,0
132,120,1,2,43,43865.16,0.01,0.08,1,1,8643,8627,8664,2,0
132,115,6,3,32,32483.52,0.04,0.04,2,1,8592,8616,8616,3,0
132,29,2,4,23,21367.46,0.10,0.00,2,1,8566,8638,8573,0,3
133,104,7,1,27,27110.70,0.00,0.02,0,0,10215,10279,10221,1,1
133,177,5,2,12,12926.04,0.02,0.06,0,0,10196,10240,10223,0,2
133,118,8,3,29,29525.19,0.09,0.08,0,0,10284,10255,10293,0,5
133,90,1,4,11,10890.99,0.06,0.01,0,0,10305,10240,10319,0,2
134,1,2,1,21,18921.00,0.00,0.03,2,1,8232,8223,8241,3,6
134,165,2,2,35,37280.60,0.06,0.07,2,1,8269,8186,8270,2,1
134,189,10,3,26,28318.68,0.09,0.06,2,1,8205,8227,8231,2,5
134,145,6,4,47,49121.58,0.05,0.00,2,1,8262,8221,8274,2,2
134,36,7,5,12,11232.36,0.05,0.02,2,1,8218,8186,8226,3,0
134,134,10,6,12,12409.56,0.00,0.00,2,1,8254,8222,8266,1,4
135,109,10,1,47,47427.70,0.06,0.08,0,0,9543,9495,9550,3,5
135,199,3,2,21,23082.99,0.00,0.07,0,0,9536,9506,9538,0,6
135,158,10,3,33,34918.95,0.02,0.00,0,0,9497,9454,9526,1,1
135,68,7,4,34,32914.04,0.02,0.03,0,0,9506,9513,9530,2,0
135,137,8,5,20,20742.60,0.01,0.04,0,0,9519,9453,9534,2,1
135,115,5,6,13,13196.43,0.04,0.02,0,0,9445,9485,9450,2,4
160,15,2,1,36,32940.36,0.07,0.01,0,0,9930,9930,9939,3,1
160,87,8,2,22,21715.76,0.00,0.04,0,0,9909,9924,9924,3,5
160,21,10,3,34,31314.68,0.01,0.05,0,0,9891,9932,9905,2,4
161,103,10,1,19,19058.90,0.01,0.01,2,1,9111,9087,9124,0,0
162,190,1,1,2,2180.38,0.02,0.01,0,0,9374,9297,9380,3,4
163,168,3,1,43,45930.88,0.01,0.00,0,0,10122,10183,10136,3,2
163,121,2,2,13,13274.56,0.01,0.04,0,0,10175,10151,10201,0,0
163,37,3,3,27,25299.81,0.04,0.08,0,0,10220,10192,10230,3,2
163,193,5,4,5,5465.95,0.02,0.00,0,0,10181,10142,10199,0,0
163,127,2,5,12,12325.44,0.10,0.00,0,0,10212,10159,10216,3,0
163,191,4,6,20,21823.80,0.00,0.07,0,0,10130,10179,10140,1,4
164,92,4,1,26,25794.34,0.09,0.04,2,1,8403,8359,8406,2,5
164,19,6,2,24,22056.24,0.05,0.05,1,1,8390,8365,8405,2,3
164,126,9,3,38,38992.56,0.03,0.06,1,1,8372,8361,8401,1,3
164,18,2,4,32,29376.32,0.05,0.01,1,1,8389,8391,8396,3,5
164,148,1,5,43,45070.02,0.06,0.01,1,1,8364,8402,8376,3,5
164,109,10,6,27,27245.70,0.10,0.04,1,1,8391,8415,8409,0,3
164,4,7,7,23,20792.00,0.09,0.04,2,1,8341,8370,8350,2,2
165,34,5,1,3,2802.09,0.01,0.08,1,1,8487,8464,8501,0,2
165,162,7,2,43,45672.88,0.08,0.05,1,1,8457,8508,8461,0,0
165,59,1,3,15,14385.75,0.00,0.05,1,1,8499,8487,8520,3,6
165,140,1,4,49,50966.86,0.07,0.06,2,1,8450,8491,8468,3,2
165,156,4,5,27,28516.05,0.01,0.04,1,1,8516,8462,8532,2,1
166,65,2,1,37,35707.22,0.09,0.03,0,0,9449,9419,9476,2,1
166,167,8,2,13,13873.08,0.09,0.05,0,0,9442,9451,9447,3,6
166,100,2,3,41,41004.10,0.07,0.03,0,0,9446,9440,9471,3,4
166,46,3,4,8,7568.32,0.05,0.02,0,0,9493,9462,9523,0,5
167,102,3,1,28,28058.80,0.06,0.01,1,1,8449,8446,8461,0,0
167,172,2,2,27,28948.59,0.09,0.00,1,1,8520,8489,8550,1,4
192,98,1,1,23,22956.07,0.00,0.00,0,0,10261,10262,10291,1,3
192,162,7,2,20,21243.20,0.07,0.01,0,0,10297,10258,10315,1,2
192,111,8,3,15,15166.65,0.09,0.01,0,0,10255,10266,10279,1,0
192,197,1,4,2,2194.38,0.06,0.02,0,0,10290,10259,10308,3,6
192,83,4,5,25,24577.00,0.02,0.03,0,0,10271,10236,10301,3,0
192,142,9,6,45,46896.30,0.00,0.05,0,0,10295,10234,10318,2,1
193,93,5,1,9,8937.81,0.06,0.06,2,1,8659,8680,8672,3,0
193,154,6,2,15,15812.25,0.02,0.07,1,1,8725,8681,8738,1,6
193,94,6,3,23,22864.07,0.06,0.05,2,1,8632,8683,8644,0,0
194,3,6,1,17,15351.00,0.05,0.04,1,1,8178,8176,8184,3,3
194,184,5,2,1,1084.18,0.04,0.06,1,1,8154,8172,8177,2,2
194,66,1,3,13,12558.78,0.08,0.08,2,1,8161,8203,8164,2,3
194,146,7,4,36,37661.04,0.00,0.05,1,1,8175,8172,8181,1,5
194,57,2,5,8,7656.40,0.04,0.00,1,1,8221,8210,8226,3,4
194,149,6,6,16,16786.24,0.06,0.03,2,1,8168,8199,8175,1,0
194,168,7,7,21,22431.36,0.02,0.01,1,1,8160,8174,8161,3,2
195,85,6,1,6,5910.48,0.04,0.02,2,1,8773,8850,8792,3,2
195,94,8,2,41,40757.69,0.05,0.07,2,1,8819,8806,8843,2,0
195,86,7,3,34,33526.72,0.08,0.08,1,1,8795,8806,8807,2,0
195,86,7,4,41,40429.28,0.06,0.04,1,1,8837,8836,8863,3,5
196,136,7,1,19,19686.47,0.03,0.02,1,1,8506,8546,8519,2,6
196,10,3,2,15,13650.15,0.03,0.04,2,1,8585,8527,8586,1,6
197,99,1,1,39,38964.51,0.02,0.04,0,0,9331,9311,9355,1,3
197,178,8,2,8,8625.36,0.09,0.02,2,1,9236,9311,9246,0,6
197,156,4,3,17,17954.55,0.06,0.02,0,0,9343,9303,9344,3,2
197,18,5,4,25,22950.25,0.04,0.01,0,1,9293,9272,9304,1,4
197,42,9,5,14,13188.56,0.09,0.01,1,1,9257,9273,9261,1,5
197,106,1,6,1,1006.10,0.07,0.05,0,0,9325,9301,9352,3,5
198,57,8,1,33,31582.65,0.07,0.02,0,0,10230,10304,10235,1,0
198,16,10,2,20,18320.20,0.03,0.00,0,0,10240,10315,10250,0,4
198,149,2,3,15,15737.10,0.04,0.02,0,0,10327,10282,10330,3,1
198,11,5,4,35,31885.35,0.08,0.02,0,0,10283,10307,10298,1,5
198,102,3,5,33,33069.30,0.02,0.01,0,0,10306,10296,10329,0,6
199,133,9,1,50,51656.50,0.02,0.00,0,0,9658,9649,9680,0,1
199,134,5,2,30,31023.90,0.08,0.05,0,0,9581,9644,9599,2,0
224,151,2,1,16,16818.40,0.04,0.00,2,1,8977,8975,9003,0,1
224,109,2,2,34,34309.40,0.04,0.08,1,1,8958,9001,8976,3,0
224,190,1,3,41,44697.79,0.07,0.04,2,1,9008,9022,9009,1,6
224,167,4,4,12,12805.92,0.08,0.06,1,1,9049,9005,9057,0,1
224,94,7,5,45,44734.05,0.07,0.07,1,1,8990,9009,9003,3,3
224,51,3,6,4,3804.20,0.02,0.00,1,1,9015,9000,9041,0,4
225,172,3,1,4,4288.68,0.09,0.07,0,0,9346,9360,9375,1,6
225,131,7,2,3,3093.39,0.00,0.08,0,0,9335,9318,9358,0,2
225,199,2,3,45,49463.55,0.06,0.01,0,0,9358,9361,9371,1,4
225,147,4,4,24,25131.36,0.00,0.06,0,0,9395,9346,9418,3,1
225,8,5,5,31,28148.00,0.04,0.06,0,0,9301,9334,9314,1,4
225,132,8,6,12,12385.56,0.00,0.00,2,1,9284,9325,9288,3,1
225,142,1,7,44,45854.16,0.10,0.06,0,0,9394,9357,9424,2,2
226,97,9,1,4,3988.36,0.00,0.00,1,1,8489,8519,8499,2,0
226,138,4,2,46,47753.98,0.06,0.01,2,1,8586,8513,8593,3,4
226,38,4,3,35,32831.05,0.09,0.03,2,1,8489,8537,8490,2,5
226,41,10,4,45,42346.80,0.10,0.02,1,1,8506,8546,8530,0,3
226,118,8,5,2,2036.22,0.07,0.02,1,1,8484,8502,8509,1,6
226,83,4,6,48,47187.84,0.02,0.00,2,1,8561,8534,8569,2,2
226,118,8,7,14,14253.54,0.09,0.00,1,1,8539,8555,8546,3,1
227,166,1,1,19,20257.04,0.05,0.06,0,0,9473,9524,9489,2,5
227,175,3,2,24,25804.08,0.07,0.07,0,0,9528,9487,9537,3,6
228,5,8,1,3,2715.00,0.10,0.08,2,1,8539,8497,8545,0,6
229,84,5,1,20,19681.60,0.02,0.03,1,1,8775,8795,8790,0,2
229,129,10,2,29,29844.48,0.07,0.00,2,1,8838,8825,8849,3,6
229,79,10,3,28,27413.96,0.02,0.02,1,1,8805,8797,8833,0,4
229,177,6,4,3,3231.51,0.02,0.08,1,1,8845,8847,8858,0,2
229,156,1,5,33,34852.95,0.03,0.06,1,1,8848,8806,8867,2,4
229,106,9,6,29,29176.90,0.04,0.00,1,1,8778,8811,8786,2,4
230,186,7,1,46,49964.28,0.09,0.00,1,1,8798,8779,8818,1,6
230,195,7,2,6,6571.14,0.03,0.08,2,1,8790,8789,8808,2,2
230,8,5,3,1,908.00,0.07,0.06,1,1,8786,8767,8800,1,5
230,10,3,4,44,40040.44,0.08,0.06,1,1,8804,8782,8834,2,1
230,19,9,5,8,7352.08,0.09,0.06,1,1,8706,8784,8714,1,0
230,34,10,6,8,7472.24,0.00,0.05,1,1,8724,8769,8752,1,4
231,159,10,1,16,16946.40,0.04,0.08,1,1,9088,9066,9115,1,3
231,84,5,2,46,45267.68,0.04,0.05,1,1,9111,9100,9112,0,6
231,199,1,3,50,54959.50,0.09,0.01,2,1,9109,9112,9111,2,5
231,57,8,4,31,29668.55,0.08,0.02,2,1,9073,9125,9098,1,6
256,89,10,1,22,21759.76,0.09,0.02,1,1,8776,8761,8790,3,4
256,119,6,2,40,40764.40,0.10,0.01,2,1,8733,8746,8735,2,4
256,130,9,3,45,46355.85,0.02,0.08,1,1,8778,8781,8805,3,6
257,147,8,1,7,7329.98,0.05,0.02,0,0,10394,10360,10403,3,4
258,107,4,1,8,8056.80,0.00,0.07,1,1,8784,8844,8804,2,2
258,197,1,2,40,43887.60,0.10,0.01,2,1,8836,8818,8859,0,4
258,162,3,3,45,47797.20,0.07,0.07,1,1,8827,8808,8853,0,0
258,133,9,4,31,32027.03,0.02,0.05,2,1,8874,8843,8882,3,2
258,36,2,5,25,23400.75,0.08,0.02,2,1,8867,8821,8883,1,0
258,147,4,6,36,37697.04,0.09,0.04,2,1,8775,8827,8782,0,3
259,99,10,1,14,13987.26,0.00,0.08,2,1,8750,8742,8764,3,6
259,162,1,2,14,14870.24,0.03,0.05,1,1,8713,8723,8720,0,4
259,24,5,3,42,38808.84,0.09,0.00,1,1,8692,8721,8715,2,0
259,196,10,4,3,3288.57,0.08,0.06,1,1,8676,8710,8686,1,6
259,193,6,5,6,6559.14,0.00,0.05,1,1,8738,8755,8754,3,0
260,156,7,1,50,52807.50,0.07,0.08,0,0,9943,9900,9970,1,2
260,183,4,2,26,28162.68,0.02,0.07,0,0,9841,9897,9844,2,0
260,42,1,3,27,25435.08,0.05,0.08,0,0,9942,9906,9972,1,5
260,6,1,4,29,26274.00,0.10,0.06,0,0,9934,9874,9963,2,1
260,96,9,5,44,43827.96,0.01,0.05,0,0,9945,9894,9969,0,1
261,2,7,1,34,30668.00,0.05,0.08,1,1,8629,8666,8631,3,2
261,66,7,2,20,19321.20,0.00,0.06,1,1,8693,8613,8707,0,5
261,174,3,3,28,30076.76,0.08,0.03,1,1,8604,8631,8616,3,3
261,119,3,4,49,49936.39,0.04,0.05,1,1,8654,8642,8679,3,6
261,61,6,5,49,47091.94,0.01,0.08,2,1,8671,8650,8673,3,6
261,97,9,6,20,19941.80,0.06,0.06,2,1,8687,8647,8710,2,3
262,192,3,1,39,42595.41,0.01,0.05,0,0,9509,9543,9522,3,5
262,61,6,2,33,31714.98,0.09,0.03,0,0,9564,9525,9581,1,3
262,59,1,3,35,33566.75,0.05,0.08,0,0,9566,9539,9596,3,1
263,24,9,1,22,20328.44,0.06,0.08,1,1,9000,8935,9016,2,4
263,85,6,2,9,8865.72,0.08,0.00,2,1,8966,8961,8984,1,0
263,143,2,3,50,52157.00,0.06,0.04,1,1,8994,8976,8998,2,0
288,51,3,1,31,29482.55,0.00,0.03,0,0,9936,9978,9956,1,3
288,117,1,2,49,49838.39,0.08,0.05,0,0,9969,9999,9998,1,0
288,99,10,3,36,35967.24,0.02,0.02,0,0,9913,9987,9926,1,0
288,79,10,4,19,18602.33,0.07,0.07,0,0,9933,9954,9945,2,1
288,162,9,5,31,32926.96,0.10,0.04,0,0,10009,9974,10031,1,5
289,174,2,1,25,26854.25,0.07,0.05,0,0,9937,9985,9965,0,4
289,112,2,2,6,6072.66,0.06,0.05,0,0,9909,9988,9938,0,6
289,17,4,3,44,40348.44,0.10,0.08,0,0,10016,9970,10043,3,1
289,40,6,4,48,45121.92,0.01,0.08,0,0,9933,9949,9943,0,5
289,47,4,5,13,12311.52,0.10,0.03,0,0,10019,9956,10029,1,2
290,6,1,1,35,31710.00,0.01,0.02,1,1,8855,8800,8881,2,1
290,129,4,2,2,2058.24,0.05,0.04,2,1,8794,8808,8816,1,0
290,2,5,3,5,4510.00,0.03,0.05,2,1,8783,8819,8791,2,1
290,124,9,4,23,23554.76,0.05,0.08,1,1,8837,8816,8863,2,3
291,123,6,1,21,21485.52,0.05,0.07,2,1,8910,8894,8938,3,0
291,138,9,2,19,19724.47,0.08,0.02,1,1,8929,8879,8934,2,2
291,61,8,3,30,28831.80,0.10,0.02,1,1,8845,8884,8847,0,4
292,154,5,1,8,8433.20,0.10,0.03,1,1,8082,8123,8111,0,5
292,100,1,2,24,24002.40,0.08,0.04,1,1,8117,8099,8144,3,0
293,9,6,1,14,12726.00,0.02,0.05,1,1,8326,8391,8348,0,6
293,187,8,2,11,11958.98,0.10,0.04,1,1,8392,8369,8411,3,1
293,118,8,3,13,13235.43,0.04,0.02,2,1,8385,8394,8390,3,5
294,60,2,1,31,29761.86,0.00,0.01,1,1,8617,8630,8624,1,3
295,198,10,1,29,31847.51,0.02,0.07,2,1,9077,9106,9105,3,1
295,92,6,2,26,25794.34,0.04,0.03,1,1,9111,9098,9135,0,3
295,16,10,3,8,7328.08,0.10,0.07,1,1,9142,9085,9154,2,0
295,61,10,4,26,24987.56,0.10,0.04,2,1,9141,9090,9151,0,1
320,5,2,1,30,27150.00,0.05,0.01,0,0,10198,10246,10207,2,5
320,193,5,2,13,14211.47,0.03,0.00,0,0,10210,10220,10211,1,3
321,1,8,1,21,18921.00,0.01,0.08,2,1,8598,8513,8624,1,2
321,141,4,2,41,42686.74,0.08,0.07,1,1,8571,8557,8589,2,2
322,153,8,1,12,12637.80,0.08,0.07,2,1,8214,8184,8226,2,3
322,44,5,2,48,45313.92,0.02,0.07,2,1,8196,8201,8211,3,5
322,13,3,3,20,18260.20,0.04,0.01,1,1,8150,8158,8176,0,1
322,184,5,4,10,10841.80,0.06,0.03,1,1,8136,8167,8138,0,3
322,12,2,5,35,31920.35,0.07,0.06,2,1,8232,8157,8260,1,5
322,34,5,6,3,2802.09,0.08,0.05,2,1,8218,8164,8243,2,3
322,38,4,7,5,4690.15,0.01,0.02,2,1,8139,8166,8150,3,2
323,164,9,1,50,53208.00,0.05,0.04,2,1,8874,8879,8896,0,2
323,96,8,2,18,17929.62,0.06,0.07,1,1,8867,8917,8894,0,0
323,143,4,3,9,9388.26,0.07,0.04,2,1,8941,8925,8958,3,0
324,200,3,1,26,28605.20,0.07,0.01,1,1,8143,8182,8166,0,5
325,159,1,1,34,36011.10,0.09,0.04,2,1,8700,8746,8720,1,1
325,186,7,2,5,5430.90,0.07,0.08,2,1,8766,8769,8768,1,1
325,19,3,3,35,32165.35,0.07,0.07,2,1,8739,8767,8759,0,2
326,180,9,1,41,44287.38,0.06,0.03,0,0,9371,9319,9384,0,0
326,20,4,2,38,34960.76,0.02,0.08,0,0,9384,9364,9386,3,5
326,184,5,3,25,27104.50,0.03,0.04,0,0,9344,9337,9357,2,3
326,85,6,4,5,4925.40,0.03,0.08,0,0,9339,9323,9353,2,2
326,35,6,5,31,28985.93,0.04,0.08,0,0,9399,9316,9424,2,0
326,157,9,6,41,43343.15,0.02,0.00,0,0,9315,9333,9330,1,2
326,43,10,7,47,44322.88,0.04,0.04,0,0,9388,9314,9406,2,2
327,144,3,1,16,16706.24,0.03,0.01,0,0,9315,9287,9319,1,0
327,42,9,2,9,8478.36,0.09,0.05,2,1,9273,9321,9285,2,3
352,64,5,1,17,16389.02,0.07,0.05,1,1,8917,8915,8944,2,4
353,120,7,1,41,41824.92,0.00,0.06,2,1,8848,8854,8853,0,3
353,148,9,2,29,30396.06,0.09,0.00,2,1,8775,8842,8804,3,4
353,135,1,3,12,12421.56,0.06,0.01,1,1,8766,8849,8783,0,5
