59,1,8184,45.50
60,1,6642,800.72
60,8,5017,314.81
60,5,148,504.10
60,2,5792,92.64
61,2,1540,858.64
61,10,9170,771.26
61,8,4762,633.74
61,6,7312,153.74
62,3,1780,692.42
62,1,5896,348.82
62,9,9127,620.08
62,7,9542,255.78
63,4,1804,498.84
63,2,1998,509.16
63,10,6839,274.15
63,8,6325,463.69
64,5,5567,228.61
64,3,4542,398.92
64,1,9110,602.65
64,9,2064,25.77
65,6,2918,846.26
65,4,1779,393.63
65,2,2054,503.10
65,10,2188,288.73
66,7,3077,809.13
66,5,1076,785.75
66,3,2568,447.08
66,1,296,797.27
67,8,9923,306.37
67,6,7908,546.75
67,4,3368,625.62
67,2,5826,397.34
68,9,3444,31.37
68,7,6762,5.16
68,5,8300,80.86
68,3,5399,683.59
69,10,6197,694.24
69,8,8235,846.49
69,6,9294,386.96
69,4,7017,344.28
70,1,4536,348.27
70,9,8063,452.80
70,7,2990,940.81
70,5,9074,182.58
71,2,508,842.21
71,1,8329,239.57
71,10,6768,744.67
71,9,5179,329.13
72,3,9855,497.26
72,2,9346,41.04
72,1,2654,762.61
72,10,4526,154.47
73,4,9873,947.99
73,3,7729,920.66
73,2,5327,108.96
73,1,3928,309.57
74,5,3128,345.92
74,4,2479,930.97
74,3,9473,496.36
74,2,6234,849.66
75,6,7086,624.39
75,5,6308,759.36
75,4,9080,433.59
75,3,5439,884.01
76,7,6754,494.83
76,6,2009,108.97
76,5,6371,552.38
76,4,7986,252.03
77,8,552,254.92
77,7,8170,875.83
77,6,8541,936.13
77,5,1713,402.14
78,9,9915,729.94
78,8,7246,577.23
78,7,1801,434.34
78,6,9599,382.82
79,10,4248,765.34
79,9,465,28.33
79,8,3309,880.23
79,7,8627,891.18
80,1,8893,127.65
80,10,2243,775.79
80,9,5385,945.72
80,8,4034,797.05
81,2,1605,550.29
81,2,5923,220.23
81,2,2942,409.73
81,2,58,492.19
82,3,7793,697.31
82,3,7698,585.86
82,3,8268,604.25
82,3,5532,900.07
83,4,3010,745.51
83,4,8200,399.64
83,4,5974,657.22
83,4,3890,24.73
84,5,5711,233.61
84,5,208,469.80
84,5,2909,969.44
84,5,903,707.77
85,6,2628,608.77
85,6,118,917.83
85,6,2074,491.20
85,6,8289,73.81
86,7,806,65.98
86,7,2773,250.04
86,7,5546,816.53
86,7,1418,332.65
87,8,5679,688.33
87,8,1272,435.42
87,8,9041,617.20
87,8,1892,868.60
88,9,6116,334.58
88,9,395,71.50
88,9,9979,81.82
88,9,276,821.43
89,10,3430,744.87
89,10,8599,776.53
89,10,7876,417.61
89,10,924,920.02
90,1,8037,409.38
90,1,9683,498.43
90,1,7849,666.13
90,1,7629,50.84
91,2,7986,528.64
91,3,3257,906.20
91,4,483,823.21
91,5,1265,703.41
92,3,9337,224.01
92,4,2246,985.03
92,5,3199,91.63
92,6,1044,854.89
93,4,3008,615.98
93,5,5275,376.47
93,6,3869,868.81
93,7,7188,805.90
94,5,5433,365.56
94,6,7784,358.08
94,7,7232,478.94
94,8,3261,824.08
95,6,5186,291.03
95,7,6552,456.36
95,8,367,987.22
95,9,7379,973.74
96,7,5739,202.06
96,8,4942,571.30
96,9,9985,672.29
96,10,7250,587.08
97,8,6371,129.77
97,9,2390,458.34
97,10,2618,239.34
97,1,4580,761.41
98,9,9486,908.21
98,10,8550,657.16
98,1,3443,139.00
98,2,3759,811.55
99,10,8487,438.38
99,1,7567,496.93
99,2,7970,365.83
99,3,2789,843.88
100,1,7885,490.61
100,2,2070,196.73
100,3,4994,929.57
100,4,9688,22.00
101,2,5589,305.40
101,4,8263,218.71
101,6,6324,786.53
101,8,55,612.09
102,3,1384,876.75
102,5,9137,332.71
102,7,9156,618.00
102,9,6942,231.02
103,4,5913,905.88
103,6,7742,414.42
103,8,5164,361.48
103,10,429,605.20
104,5,2368,946.39
104,7,6110,15.57
104,9,6269,213.89
104,1,3369,729.38
105,6,4602,27.75
105,8,269,158.62
105,10,8855,810.86
105,2,8519,904.17
106,7,8649,732.15
106,9,3144,779.68
106,1,1411,310.40
106,3,2297,281.98
107,8,7249,168.03
107,10,4029,91.31
107,2,4667,372.94
107,4,7912,474.77
108,9,4149,558.85
108,1,4898,241.47
108,3,5534,626.89
108,5,3142,922.27
109,10,524,275.19
109,2,4470,992.21
109,4,8176,936.60
109,6,7524,374.49
110,1,2782,566.46
110,3,8914,183.47
110,5,1160,932.08
110,7,4927,196.63
111,2,1890,321.97
111,5,9587,978.65
111,8,8069,745.33
111,1,2175,496.08
112,3,8509,111.42
112,6,7652,783.52
112,9,4835,913.75
112,2,1211,815.88
113,4,9981,396.26
113,7,3804,860.68
113,10,522,981.41
113,3,4692,141.48
114,5,7146,447.24
114,8,3062,555.12
114,1,4519,382.87
114,4,2113,570.79
115,6,1817,82.84
115,9,983,867.45
115,2,7781,861.93
115,5,3002,81.52
116,7,6580,705.50
116,10,4975,413.86
116,3,8679,866.56
116,6,5632,37.30
117,8,5906,706.51
117,1,1986,322.08
117,4,2577,761.86
117,7,4762,552.88
118,9,694,744.73
118,2,6326,325.61
118,5,7806,283.27
118,8,4951,976.55
119,10,2307,473.64
119,3,1452,676.92
119,6,4955,488.93
119,9,583,782.47
120,1,4976,201.21
120,4,7744,365.79
120,7,5329,249.61
120,10,3102,566.34
121,2,9741,147.45
121,6,4246,850.42
121,10,7670,449.39
121,4,8709,655.22
122,3,1019,451.29
122,7,2490,637.28
122,1,4957,650.84
122,5,2083,739.25
123,4,9881,107.03
123,8,5638,818.19
123,2,2692,217.01
123,6,5311,149.65
124,5,7102,901.98
124,9,3969,908.64
124,3,9295,882.54
124,7,9416,822.78
125,6,2263,358.45
125,10,8276,668.65
125,4,2600,455.70
125,8,5546,806.66
126,7,2647,221.89
126,1,2373,194.38
126,5,1532,451.61
126,9,5458,929.43
127,8,7658,712.33
127,2,1467,237.98
127,6,8281,3.14
127,10,8894,73.42
128,9,6982,425.29
128,3,7602,224.49
128,7,3766,947.16
128,1,7023,875.78
129,10,5721,129.69
129,4,7242,200.26
129,8,5299,330.59
129,2,1968,27.22
130,1,4928,223.38
130,5,6909,275.58
130,9,4850,442.81
130,3,7387,883.99
131,2,3263,211.70
131,7,125,861.84
131,2,5138,572.43
131,7,8945,613.09
132,3,3092,687.29
132,8,1904,925.73
132,3,7441,357.06
132,8,5303,353.06
133,4,5727,49.17
133,9,404,478.18
133,4,4568,57.48
133,9,2813,277.26
134,5,8879,848.14
134,10,9013,102.99
134,5,852,927.45
134,10,6270,388.28
135,6,6940,465.82
135,1,2443,9.83
135,6,7453,698.42
135,1,2771,306.43
136,7,2237,548.19
136,2,6068,806.19
136,7,8979,387.57
136,2,9617,525.81
137,8,9057,302.26
137,3,4078,441.11
137,8,467,371.85
137,3,7850,187.31
138,9,133,576.96
138,4,2535,885.35
138,9,7907,119.83
138,4,967,309.03
139,10,2886,285.75
139,5,9255,684.61
139,10,1042,972.23
139,5,3285,690.00
140,1,2379,501.05
140,6,3533,781.45
140,1,304,45.84
140,6,7346,429.52
141,2,6776,293.63
141,8,1660,139.18
141,4,7628,838.08
141,10,90,810.68
142,3,9219,897.49
142,9,13,334.33
142,5,3076,860.55
142,1,3858,854.08
143,4,7326,960.64
143,10,3923,741.01
143,6,7152,772.24
143,2,1952,199.37
144,5,6295,457.37
144,1,494,849.96
144,7,1799,713.88
144,3,5427,361.83
145,6,11,641.67
145,2,3838,568.91
145,8,1344,422.60
145,4,4332,894.57
146,7,2726,231.15
146,3,4628,123.91
146,9,5893,858.59
146,5,9687,882.37
147,8,7442,939.14
147,4,7647,102.19
147,10,1596,466.37
147,6,4235,235.91
148,9,8007,177.40
148,5,1904,774.56
148,1,5393,264.09
148,7,2957,250.98
149,10,959,679.10
149,6,7283,201.03
149,2,7392,266.53
149,8,4104,312.37
150,1,8091,524.71
150,7,2721,814.79
150,3,3172,33.71
150,9,1640,327.34
151,2,391,281.90
151,9,253,840.06
151,6,1484,71.68
151,3,9417,244.06
152,3,1396,164.60
152,10,2653,432.12
152,7,3599,77.38
152,4,1283,142.73
153,4,4695,539.86
153,1,8464,680.14
153,8,2916,685.52
153,5,6397,285.92
154,5,3961,474.19
154,2,3231,829.29
154,9,7315,960.19
154,6,1682,160.31
155,6,2893,222.02
155,3,7077,413.24
155,10,3029,413.02
155,7,977,751.45
156,7,4755,453.69
156,4,7228,994.19
156,1,3043,252.66
156,8,3191,9.87
157,8,5414,369.44
157,5,763,568.46
157,2,3718,901.53
157,9,3400,288.41
158,9,2845,408.72
158,6,8715,452.31
158,3,4465,837.16
158,10,4251,431.90
159,10,9200,356.66
159,7,3585,629.29
159,4,6085,171.40
159,1,3717,790.87
160,1,2434,525.73
160,8,8324,999.93
160,5,6034,733.59
160,2,6872,872.20
161,2,9365,790.03
161,10,8421,394.05
161,8,9679,688.47
161,6,679,893.72
162,3,315,923.04
162,1,2604,104.20
162,9,7014,236.07
162,7,4381,824.36
163,4,9241,955.81
163,2,3427,499.51
163,10,5323,920.75
163,8,9676,573.48
164,5,1295,341.95
164,3,2134,84.02
164,1,3245,814.67
164,9,3028,64.89
165,6,4424,943.82
165,4,5534,717.83
165,2,3780,730.28
165,10,6114,210.84
166,7,6527,309.00
166,5,6508,714.49
166,3,9364,581.52
166,1,6713,631.58
167,8,4933,666.70
167,6,5789,524.27
167,4,4756,336.75
167,2,6748,704.97
168,9,347,394.83
168,7,1281,771.90
168,5,9089,508.37
168,3,7519,963.43
169,10,6914,619.53
169,8,6589,947.03
169,6,6731,713.35
169,4,7691,476.19
170,1,7516,581.65
170,9,838,667.16
170,7,6498,251.19
170,5,6593,202.07
171,2,8217,859.60
171,1,2311,864.96
171,10,8561,22.69
171,9,7589,935.29
172,3,9799,184.96
172,2,8333,920.74
172,1,3589,437.86
172,10,1661,687.13
173,4,2536,353.84
173,3,8307,70.22
173,2,6050,683.78
173,1,6162,877.84
174,5,2103,681.95
174,4,6795,143.48
174,3,111,135.46
174,2,8404,126.20
175,6,5515,487.68
175,5,7522,784.93
175,4,8501,706.61
175,3,9456,978.56
176,7,7180,179.09
176,6,3589,157.38
176,5,5407,947.51
176,4,1783,861.63
177,8,1239,44.75
177,7,4349,63.36
177,6,9872,252.42
177,5,4727,859.82
178,9,4231,558.56
178,8,1919,362.26
178,7,6836,864.93
178,6,6922,475.18
179,10,6956,444.38
179,9,1954,372.75
179,8,2710,277.15
179,7,4776,8.39
180,1,2467,440.25
180,10,1108,934.59
180,9,724,426.16
180,8,5899,864.83
181,2,2416,844.44
181,2,3242,886.53
181,2,215,938.29
181,2,1122,657.25
182,3,9699,535.27
182,3,960,519.36
182,3,6243,741.46
182,3,6146,365.00
183,4,30,875.44
183,4,4482,424.86
183,4,8707,884.26
183,4,333,678.16
184,5,7069,449.45
184,5,9193,576.88
184,5,6400,551.90
184,5,831,186.84
185,6,1475,538.58
185,6,6244,213.04
185,6,7245,426.74
185,6,8014,510.23
186,7,1095,252.84
186,7,1945,18.75
186,7,8838,729.42
186,7,7898,812.37
187,8,8656,238.66
187,8,4945,316.64
187,8,3183,362.75
187,8,7440,989.71
188,9,4835,771.95
188,9,2620,331.70
188,9,730,713.62
188,9,5430,920.20
189,10,1305,392.50
189,10,8777,573.22
189,10,6369,946.07
189,10,2505,593.23
190,1,535,621.53
190,1,5845,608.91
190,1,4579,396.60
190,1,2861,458.00
191,2,8310,521.06
191,3,1693,464.46
191,4,597,126.96
191,5,9673,119.41
192,3,606,198.69
192,4,2656,916.16
192,5,1811,359.59
192,6,8305,861.23
193,4,6184,335.98
193,5,4762,606.19
193,6,385,571.71
193,7,9791,478.52
194,5,4289,662.17
194,6,377,430.21
194,7,5294,913.46
194,8,7890,79.40
195,6,9985,20.39
195,7,2947,271.39
195,8,319,102.58
195,9,2803,992.27
196,7,3843,859.90
196,8,2515,966.01
196,9,4778,37.61
196,10,1068,928.25
197,8,9678,753.88
197,9,2631,279.05
197,10,7598,845.51
197,1,8950,897.33
198,9,6878,587.41
198,10,6493,673.99
198,1,8410,166.93
198,2,6190,697.10
199,10,9343,79.70
199,1,8199,46.52
199,2,2742,890.63
199,3,7167,884.56
200,1,3120,776.41
200,2,5392,242.52
200,3,9408,307.79
200,4,331,466.07
